"rank","finalWorth","category","personName","age","country","city","source","industries","countryOfCitizenship","organization","selfMade","status","gender","birthDate","lastName","firstName","title","date","state","residenceStateRegion","birthYear","birthMonth","birthDay","cpi_country","cpi_change_country","gdp_country","gross_tertiary_education_enrollment","gross_primary_education_enrollment_country","life_expectancy_country","tax_revenue_country_country","total_tax_rate_country","population_country","latitude_country","longitude_country"
1434,2100,"Food & Beverage","Wei Ing-Chou",69,"China","Tianjin","Food, beverages","Food & Beverage","Taiwan",NA,TRUE,"U","M","7/1/1953 0:00","Wei","Ing-Chou",NA,"4/4/2023 5:01",NA,NA,1953,7,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
624,4400,"Manufacturing","Neal Blue & family",88,"United States","San Diego","Defense","Manufacturing","United States",NA,TRUE,"U","M","4/4/1935 0:00","Blue","Neal",NA,"4/4/2023 5:01","California","West",1935,4,4,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1804,1600,"Healthcare","George Yancopoulos",63,"United States","Yorktown Heights","Pharmaceuticals","Healthcare","United States",NA,TRUE,"U","M","9/10/1959 0:00","Yancopoulos","George",NA,"4/4/2023 5:01","New York","Northeast",1959,9,10,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2020,1400,"Diversified","Kwek Leng Keow",71,"Singapore","Singapore","Diversified","Diversified","Singapore",NA,FALSE,"N","M","1/1/1952 0:00","Kwek","Leng Keow",NA,"4/4/2023 5:01",NA,NA,1952,1,1,114.41,0.6,"$372,062,527,489",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
818,3500,"Food & Beverage","Margarita Louis-Dreyfus & family",60,"Switzerland","Davos","Commodities","Food & Beverage","Switzerland","Louis Dreyfus SAS",FALSE,"D","F","6/1/1962 0:00","Louis-Dreyfus","Margarita","President","4/4/2023 5:01",NA,NA,1962,6,1,99.55,0.4,"$703,082,435,360",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
534,5000,"Healthcare","Dona Bertarelli",55,"Switzerland","Gstaad","Biotech and investments","Healthcare","Switzerland",NA,FALSE,"U","F","1/1/1968 0:00","Bertarelli","Dona",NA,"4/4/2023 5:01",NA,NA,1968,1,1,99.55,0.4,"$703,082,435,360",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
2020,1400,"Finance & Investments","Alberto Alcocer",80,"Spain","Madrid","Investments","Finance & Investments","Spain",NA,TRUE,"U","M","12/7/1942 0:00","Alcocer","Alberto",NA,"4/4/2023 5:01",NA,NA,1942,12,7,110.96,0.7,"$1,394,116,310,769",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
1575,1900,"Energy","Chen Qiongxiang",NA,"China","Ningde","Batteries","Energy","China",NA,TRUE,"D","F",NA,"Chen","Qiongxiang",NA,"4/4/2023 5:01",NA,NA,NA,NA,NA,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,"Telecom","Wu Kaiting",53,"China","Xiamen","Electronics","Telecom","Hong Kong",NA,TRUE,"D","M","12/1/1969 0:00","Wu","Kaiting",NA,"4/4/2023 5:01",NA,NA,1969,12,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
165,10600,"Sports","Robert Kraft",81,"United States","Brookline","Manufacturing, New England Patriots","Sports","United States","The Kraft Group",TRUE,"U","M","6/5/1941 0:00","Kraft","Robert","Chairman & CEO","4/4/2023 5:01","Massachusetts","Northeast",1941,6,5,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1804,1600,"Automotive","Stefan Pierer",66,"Austria","Wels","Automotive","Automotive","Austria",NA,TRUE,"U","M","11/25/1956 0:00","Pierer","Stefan",NA,"4/4/2023 5:01",NA,NA,1956,11,25,118.06,1.5,"$446,314,739,528",85.1,103.1,81.6,25.4,51.4,8877067,47.516231,14.550072
1312,2300,"Fashion & Retail","Mi Enhua",65,"China","Urumqi","Retail","Fashion & Retail","China",NA,TRUE,"D","M","4/1/1958 0:00","Mi","Enhua",NA,"4/4/2023 5:01",NA,NA,1958,4,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2259,1200,"Technology","Mike Speiser",52,"United Kingdom","London","Software","Technology","United States","Sutter Hill Ventures",TRUE,"U","M","1/25/1971 0:00","Speiser","Mike","Managing Director","4/4/2023 5:01",NA,NA,1971,1,25,119.62,1.7,"$2,827,113,184,696",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
82,19600,"Metals & Mining","Andrew Forrest",61,"Australia","Perth","Mining","Metals & Mining","Australia",NA,TRUE,"U","M","11/18/1961 0:00","Forrest","Andrew",NA,"4/4/2023 5:01",NA,NA,1961,11,18,119.8,1.6,"$1,392,680,589,329",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
905,3200,"Healthcare","Gustavo Denegri & family",86,"Italy","torino","Biotech","Healthcare","Italy",NA,TRUE,"Split Family Fortune","M","3/17/1937 0:00","Denegri","Gustavo",NA,"4/4/2023 5:01",NA,NA,1937,3,17,110.62,0.6,"$2,001,244,392,042",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
1434,2100,"Fashion & Retail","Sergey Lomakin",49,"Cyprus","Paphos","Retail","Fashion & Retail","Russia",NA,TRUE,"R","M","5/23/1973 0:00","Lomakin","Sergey",NA,"4/4/2023 5:01",NA,NA,1973,5,23,102.51,0.3,"$24,564,647,935",75.9,99.3,80.8,24.5,22.4,1198575,35.126413,33.429859
2405,1100,"Fashion & Retail","Zhang Xuansong",51,"China","Fuzhou","Supermarkets","Fashion & Retail","China",NA,TRUE,"D","M","10/9/1971 0:00","Zhang","Xuansong",NA,"4/4/2023 5:01",NA,NA,1971,10,9,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2020,1400,"Finance & Investments","Wilma Tisch",95,"United States","New York","Diversified","Finance & Investments","United States",NA,FALSE,"D","F","6/25/1927 0:00","Tisch","Wilma",NA,"4/4/2023 5:01","New York","Northeast",1927,6,25,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2259,1200,"Manufacturing","Wang Shih-Chung",61,"Taiwan","Taipei","Pneumatic equipments","Manufacturing","Taiwan",NA,TRUE,"N","M","1/1/1962 0:00","Wang","Shih-Chung",NA,"4/4/2023 5:01",NA,NA,1962,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852,3400,"Healthcare","Leena Tewari",65,"India","Mumbai","Pharmaceuticals","Healthcare","India",NA,FALSE,"D","F","9/3/1957 0:00","Tewari","Leena",NA,"4/4/2023 5:01",NA,NA,1957,9,3,180.44,7.7,"$2,611,000,000,000",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1164,2600,"Technology","Mark Leonard & family",66,"Canada","Toronto","Software","Technology","Canada",NA,TRUE,"U","M","5/6/1956 0:00","Leonard","Mark",NA,"4/4/2023 5:01",NA,NA,1956,5,6,116.76,1.9,"$1,736,425,629,520",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
624,4400,"Manufacturing","Qian Dongqi & family",65,"China","Suzhou","Home-cleaning robots","Manufacturing","China",NA,TRUE,"D","M","1/1/1958 0:00","Qian","Dongqi",NA,"4/4/2023 5:01",NA,NA,1958,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
325,7100,"Finance & Investments","Wee Cho Yaw",94,"Singapore","Singapore","Banking","Finance & Investments","Singapore",NA,FALSE,"D","M","1/10/1929 0:00","Wee","Cho Yaw",NA,"4/4/2023 5:01",NA,NA,1929,1,10,114.41,0.6,"$372,062,527,489",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
1368,2200,"Energy","Igor Makarov",60,"United States","Miami","Investments","Energy","Cyprus",NA,TRUE,"U","M","4/15/1962 0:00","Makarov","Igor",NA,"4/4/2023 5:01","Florida","South",1962,4,15,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
71,22000,"Food & Beverage","Emmanuel Besnier",52,"France","Laval","Cheese","Food & Beverage","France",NA,FALSE,"D","M","9/18/1970 0:00","Besnier","Emmanuel",NA,"4/4/2023 5:01",NA,NA,1970,9,18,110.05,1.1,"$2,715,518,274,227",65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749
1804,1600,"Energy","Massimo Moratti",77,"Italy","Milan","Oil refinery","Energy","Italy",NA,FALSE,"U","M","5/16/1945 0:00","Moratti","Massimo",NA,"4/4/2023 5:01",NA,NA,1945,5,16,110.62,0.6,"$2,001,244,392,042",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
1575,1900,"Finance & Investments","Dominika Kulczyk",45,"United Kingdom","London","Diversified","Finance & Investments","Poland",NA,FALSE,"U","F","7/30/1977 0:00","Kulczyk","Dominika",NA,"4/4/2023 5:01",NA,NA,1977,7,30,119.62,1.7,"$2,827,113,184,696",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
2133,1300,"Diversified","Deniz Sahenk",77,"Turkey","Istanbul","Diversified","Diversified","Turkey",NA,FALSE,"E","F","8/6/1945 0:00","Sahenk","Deniz",NA,"4/4/2023 5:01",NA,NA,1945,8,6,234.44,15.2,"$754,411,708,203",23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322
2133,1300,"Technology","Kagemasa Kozuki",82,"Japan","Tokyo","Video games","Technology","Japan",NA,TRUE,"D","M","11/12/1940 0:00","Kozuki","Kagemasa",NA,"4/4/2023 5:01",NA,NA,1940,11,12,105.48,0.5,"$5,081,769,542,380",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
390,6500,"Technology","Melinda French Gates",58,"United States","Medina","Microsoft","Technology","United States","Bill & Melinda Gates Foundation",FALSE,"U","F","8/15/1964 0:00","French Gates","Melinda","Cochair","4/4/2023 5:01","Washington","West",1964,8,15,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
230,8700,"Manufacturing","Chen Jianhua",52,"China","Wujiang","Chemicals","Manufacturing","China",NA,TRUE,"U","M","1/1/1971 0:00","Chen","Jianhua",NA,"4/4/2023 5:01",NA,NA,1971,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2020,1400,"Finance & Investments","Gretel Packer",57,"Australia","Sydney","Investments","Finance & Investments","Australia",NA,FALSE,"D","F","4/1/1966 0:00","Packer","Gretel",NA,"4/4/2023 5:01",NA,NA,1966,4,1,119.8,1.6,"$1,392,680,589,329",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
699,4000,"Diversified","Zhang Daocai",73,"China","Shaoxing","Valves","Diversified","China",NA,TRUE,"U","M","1/1/1950 0:00","Zhang","Daocai",NA,"4/4/2023 5:01",NA,NA,1950,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,"Fashion & Retail","Rahul Gautam",70,"India","Delhi","Mattresses","Fashion & Retail","India",NA,FALSE,"D","M","11/18/1952 0:00","Gautam","Rahul",NA,"4/4/2023 5:01",NA,NA,1952,11,18,180.44,7.7,"$2,611,000,000,000",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
721,3900,"Healthcare","Guenther Fielmann & family",83,"Germany","Hamburg","Optometry","Healthcare","Germany",NA,TRUE,"D","M","9/17/1939 0:00","Fielmann","Guenther",NA,"4/4/2023 5:01",NA,NA,1939,9,17,112.85,1.4,"$3,845,630,030,824",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2020,1400,"Automotive","Qian Jinghong",50,"China","Wuxi","Electric scooters","Automotive","China",NA,TRUE,"R","F","1/1/1973 0:00","Qian","Jinghong",NA,"4/4/2023 5:01",NA,NA,1973,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
818,3500,"Fashion & Retail","Rocco Basilico",33,"United States","Los Angeles","Eyeglasses","Fashion & Retail","Italy",NA,FALSE,"N","M","7/11/1989 0:00","Basilico","Rocco",NA,"4/4/2023 5:01","California","West",1989,7,11,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1516,2000,"Telecom","Craig McCaw",73,"United States","Hunts Point","Telecom","Telecom","United States",NA,FALSE,"D","M","8/11/1949 0:00","McCaw","Craig",NA,"4/4/2023 5:01","Washington","West",1949,8,11,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1516,2000,"Finance & Investments","T. Denny Sanford",87,"United States","Sioux Falls","Banking, credit cards","Finance & Investments","United States",NA,TRUE,"D","M","12/23/1935 0:00","Sanford","T. Denny",NA,"4/4/2023 5:01","South Dakota","Midwest",1935,12,23,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
523,5100,"Finance & Investments","Rekha Jhunjhunwala",59,"India","Mumbai","Investments","Finance & Investments","India",NA,FALSE,"N","F","9/12/1963 0:00","Jhunjhunwala","Rekha",NA,"4/4/2023 5:01",NA,NA,1963,9,12,180.44,7.7,"$2,611,000,000,000",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1905,1500,"Finance & Investments","Jaroslav Hascak & family",53,"Slovakia","Bratislava","Investments","Finance & Investments","Slovakia",NA,TRUE,"U","M","8/30/1969 0:00","Hascak","Jaroslav",NA,"4/4/2023 5:01",NA,NA,1969,8,30,115.34,2.7,"$105,422,304,976",46.6,98.7,77.2,18.7,49.7,5454073,48.669026,19.699024
2259,1200,"Manufacturing","Ke Guihua",57,"China","Shanghai","Auto parts","Manufacturing","China",NA,TRUE,"U","M","10/13/1965 0:00","Ke","Guihua",NA,"4/4/2023 5:01",NA,NA,1965,10,13,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1725,1700,"Fashion & Retail","Mustafa Kucuk",59,"Turkey","Istanbul","Fashion retail","Fashion & Retail","Turkey",NA,TRUE,"U","M","6/3/1963 0:00","Kucuk","Mustafa",NA,"4/4/2023 5:01",NA,NA,1963,6,3,234.44,15.2,"$754,411,708,203",23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322
455,5600,"Energy","Ray Lee Hunt",79,"United States","Dallas","Oil, real estate","Energy","United States",NA,FALSE,"D","M","4/6/1943 0:00","Hunt","Ray Lee",NA,"4/4/2023 5:01","Texas","South",1943,4,6,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1575,1900,"Food & Beverage","James Leprino",85,"United States","Indian Hills","Cheese","Food & Beverage","United States","Leprino Foods",FALSE,"D","M","11/22/1937 0:00","Leprino","James","Chairman","4/4/2023 5:01","Colorado","West",1937,11,22,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2540,1000,"Sports","Toto Wolff",51,"Monaco",NA,"Sports","Sports","Austria",NA,TRUE,"N","M","1/12/1972 0:00","Wolff","Toto",NA,"4/4/2023 5:01",NA,NA,1972,1,12,NA,NA,"$7,184,844,193",NA,NA,NA,NA,NA,38964,43.7384176,7.4246158
2133,1300,"Metals & Mining","Konstantin Strukov & family",64,"Russia","Chelyabinsk","Gold, coal mining","Metals & Mining","Russia",NA,TRUE,"R","M","9/10/1958 0:00","Strukov","Konstantin",NA,"4/4/2023 5:01",NA,NA,1958,9,10,180.75,4.5,"$1,699,876,578,871",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
2133,1300,"Automotive","Ziv Aviram",64,"Israel","Mevaseret Zion","Automotive technology","Automotive","Israel",NA,TRUE,"D","M","1/3/1959 0:00","Aviram","Ziv",NA,"4/4/2023 5:01",NA,NA,1959,1,3,108.15,0.8,"$395,098,666,122",63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612
2405,1100,"Technology","Huang Xiaofen & family",61,"China","Shenzhen","Printed circuit boards","Technology","China",NA,TRUE,"D","F","1/1/1962 0:00","Huang","Xiaofen",NA,"4/4/2023 5:01",NA,NA,1962,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1164,2600,"Manufacturing","Anna Katharina Viessmann",NA,"Germany","Battenberg","Heating and cooling equipment","Manufacturing","Germany",NA,FALSE,"D","F",NA,"Viessmann","Anna Katharina",NA,"4/4/2023 5:01",NA,NA,NA,NA,NA,112.85,1.4,"$3,845,630,030,824",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
818,3500,"Manufacturing","Barry Zekelman",56,"Canada","Windsor","Steel","Manufacturing","Canada",NA,FALSE,"U","M","1/3/1967 0:00","Zekelman","Barry",NA,"4/4/2023 5:01",NA,NA,1967,1,3,116.76,1.9,"$1,736,425,629,520",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
1516,2000,"Diversified","Phongthep Chiaravanont",71,"Thailand","Bangkok","Diversified","Diversified","Thailand",NA,FALSE,"U","M","1/1/1952 0:00","Chiaravanont","Phongthep",NA,"4/4/2023 5:01",NA,NA,1952,1,1,113.27,0.7,"$543,649,976,166",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
818,3500,"Energy","Mikhail Gutseriev",65,"Russia","Moscow","Oil, coal, real estate","Energy","Russia",NA,TRUE,"U","M","3/9/1958 0:00","Gutseriev","Mikhail",NA,"4/4/2023 5:01",NA,NA,1958,3,9,180.75,4.5,"$1,699,876,578,871",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1804,1600,"Service","Peter Sperling",63,"United States","Phoenix","Education","Service","United States",NA,FALSE,"E","M","11/22/1959 0:00","Sperling","Peter",NA,"4/4/2023 5:01","Arizona","West",1959,11,22,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,"Real Estate","Jonathan Kwok",31,"Hong Kong","Hong Kong","Real Estate","Real Estate","Hong Kong",NA,FALSE,"U","M","3/1/1992 0:00","Kwok","Jonathan",NA,"4/4/2023 5:01",NA,NA,1992,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,15800,"Food & Beverage","Jorge Paulo Lemann & family",83,"Switzerland","Zurich","Beer","Food & Beverage","Brazil",NA,TRUE,"U","M","8/26/1939 0:00","Lemann","Jorge Paulo","Investor, Philanthropist","4/4/2023 5:01",NA,NA,1939,8,26,99.55,0.4,"$703,082,435,360",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
624,4400,"Construction & Engineering","Rafael Del Pino",64,"Spain","Madrid","Construction","Construction & Engineering","Spain",NA,FALSE,"U","M","7/18/1958 0:00","Del Pino","Rafael",NA,"4/4/2023 5:01",NA,NA,1958,7,18,110.96,0.7,"$1,394,116,310,769",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
1905,1500,"Logistics","Lu Zongjun",59,"China","Shanghai","Logistics","Logistics","China",NA,TRUE,"D","M","6/1/1963 0:00","Lu","Zongjun",NA,"4/4/2023 5:01",NA,NA,1963,6,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2259,1200,"Manufacturing","Saroj Rani Gupta",72,"India","Delhi","Steel tubes","Manufacturing","India",NA,TRUE,"N","F","7/5/1950 0:00","Gupta","Saroj Rani",NA,"4/4/2023 5:01",NA,NA,1950,7,5,180.44,7.7,"$2,611,000,000,000",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2259,1200,"Manufacturing","Zhou Wen & family",58,"China","Shanghai","Chemicals","Manufacturing","China",NA,TRUE,"U","M","3/6/1965 0:00","Zhou","Wen",NA,"4/4/2023 5:01",NA,NA,1965,3,6,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2259,1200,"Healthcare","Cheng Xianfeng",54,"China","Hefei","Pharmaceuticals","Healthcare","China",NA,TRUE,"D","M","12/1/1968 0:00","Cheng","Xianfeng",NA,"4/4/2023 5:01",NA,NA,1968,12,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
486,5400,"Diversified","Miao Hangen",58,"China","Suzhou","Textiles, petrochemicals","Diversified","China",NA,TRUE,"D","M","1/1/1965 0:00","Miao","Hangen",NA,"4/4/2023 5:01",NA,NA,1965,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,"Media & Entertainment","Justin Yuan",NA,"China","Shanghai","Online games","Media & Entertainment","China",NA,TRUE,"E","M",NA,"Yuan","Justin",NA,"4/4/2023 5:01",NA,NA,NA,NA,NA,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1647,1800,"Diversified","Binod Chaudhary",67,"Nepal","Kathmandu","Diversified","Diversified","Nepal",NA,FALSE,"U","M","4/14/1955 0:00","Chaudhary","Binod",NA,"4/4/2023 5:01",NA,NA,1955,4,14,188.73,5.6,"$30,641,380,604",12.4,142.1,70.5,20.7,41.8,28608710,28.394857,84.124008
411,6200,"Manufacturing","Ruan Xueping",51,"China","Ningbo","Power strip","Manufacturing","Hong Kong",NA,TRUE,"U","M","1/1/1972 0:00","Ruan","Xueping",NA,"4/4/2023 5:01",NA,NA,1972,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2259,1200,"Diversified","Zan Shengda",60,"China","Nantong","Diversified","Diversified","China",NA,TRUE,"D","M","4/2/1963 0:00","Zan","Shengda",NA,"4/4/2023 5:01",NA,NA,1963,4,2,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,"Technology","Safra Catz",61,"United States","Redwood City","Software","Technology","United States","Oracle",TRUE,"E","F","12/13/1961 0:00","Catz","Safra","CEO","4/4/2023 5:01","California","South",1961,12,13,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2259,1200,"Technology","Eric Ya Shen",52,"China","Guangzhou","Online apparel retail","Technology","China",NA,TRUE,"R","M","1/1/1971 0:00","Shen","Eric Ya",NA,"4/4/2023 5:01",NA,NA,1971,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
100,16700,"Finance & Investments","Vicky Safra & family",70,"Switzerland","Crans-Montana","Banking","Finance & Investments","Brazil",NA,FALSE,"U","F","1/1/1953 0:00","Safra","Vicky",NA,"4/4/2023 5:01",NA,NA,1953,1,1,99.55,0.4,"$703,082,435,360",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
425,6000,"Fashion & Retail","Alain Bouchard",74,"Canada","Montreal","Convinience stores","Fashion & Retail","Canada","Alimentation Couche Tard Inc. Cl A",TRUE,"U","M","2/18/1949 0:00","Bouchard","Alain","Chairman and CEO","4/4/2023 5:01",NA,NA,1949,2,18,116.76,1.9,"$1,736,425,629,520",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
511,5200,"Food & Beverage","Robert Rich, Jr.",82,"United States","Islamorada","Frozen foods","Food & Beverage","United States",NA,FALSE,"U","M","1/25/1941 0:00","Rich","Robert",NA,"4/4/2023 5:01","Florida","South",1941,1,25,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,"Automotive","Renu Munjal",68,"India","Delhi","Two wheelers","Automotive","India",NA,FALSE,"Split Family Fortune","F","3/6/1955 0:00","Munjal","Renu",NA,"4/4/2023 5:01",NA,NA,1955,3,6,180.44,7.7,"$2,611,000,000,000",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2540,1000,"Media & Entertainment","Eddy Kusnadi Sariaatmadja",69,"Indonesia","Jakarta","Media, tech","Media & Entertainment","Indonesia",NA,TRUE,"D","M","8/23/1953 0:00","Sariaatmadja","Eddy Kusnadi",NA,"4/4/2023 5:01",NA,NA,1953,8,23,151.18,3,"$1,119,190,780,753",36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327
2405,1100,"Manufacturing","Yeh Kuo-I",81,NA,NA,"Manufacturing","Manufacturing","Taiwan",NA,TRUE,"D","M","4/21/1941 0:00","Yeh","Kuo-I",NA,"4/4/2023 5:01",NA,NA,1941,4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,17500,"Metals & Mining","Savitri Jindal & family",73,"India","Hisar","Steel","Metals & Mining","India",NA,FALSE,"D","F","3/20/1950 0:00","Jindal","Savitri",NA,"4/4/2023 5:01",NA,NA,1950,3,20,180.44,7.7,"$2,611,000,000,000",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2133,1300,"Logistics","G. M. Rao",72,"India","Bangalore","Infrastructure","Logistics","India",NA,TRUE,"D","M","7/1/1950 0:00","Rao","G. M.",NA,"4/4/2023 5:01",NA,NA,1950,7,1,180.44,7.7,"$2,611,000,000,000",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1725,1700,"Manufacturing","Yang Xuegang",58,"China","Beijing","Coking","Manufacturing","China",NA,TRUE,"D","M","2/1/1965 0:00","Yang","Xuegang",NA,"4/4/2023 5:01",NA,NA,1965,2,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
190,9700,"Manufacturing","Friedhelm Loh",76,"Germany","Haiger","Manufacturing","Manufacturing","Germany",NA,FALSE,"U","M","8/15/1946 0:00","Loh","Friedhelm",NA,"4/4/2023 5:01",NA,NA,1946,8,15,112.85,1.4,"$3,845,630,030,824",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
1804,1600,"Real Estate","Li Wa",57,"China","Shenzhen","Real estate","Real Estate","Hong Kong",NA,TRUE,"D","M","1/1/1966 0:00","Li","Wa",NA,"4/4/2023 5:01",NA,NA,1966,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1027,2900,"Finance & Investments","Daniel Sundheim",46,"United States","New York","Hedge funds","Finance & Investments","United States",NA,TRUE,"D","M","3/29/1977 0:00","Sundheim","Daniel","Investor","4/4/2023 5:01","New York","Northeast",1977,3,29,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1804,1600,"Manufacturing","Wu Ying",58,"China","Xianyang","Materials","Manufacturing","China",NA,TRUE,"D","M","4/16/1964 0:00","Wu","Ying",NA,"4/4/2023 5:01",NA,NA,1964,4,16,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2540,1000,"Technology","Tianqiao Chen",49,"United States","Atherton","Online games","Technology","China",NA,TRUE,"D","M","5/16/1973 0:00","Chen","Tianqiao",NA,"4/4/2023 5:01","California","West",1973,5,16,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
